product_id,category,brand,base_price,weight_kg
65,beauty,Acme,62.21,0.884
66,electronics,Karma,31.19,0.586
67,home,Orchid,9.1,3.4
68,grocery,Acme,83.92,0.804
69,fashion,Zenith,29.52,1.376
70,pharmacy,Atlas,22.05,1.984
71,grocery,Lumen,35.74,0.308
72,home,Orchid,20.64,0.877
73,sports,Nimbus,30.62,0.867
74,electronics,Orchid,24.96,2.432
75,grocery,Pulse,73.19,0.414
76,grocery,Nimbus,47.02,4.305
77,grocery,Nova,12.67,0.642
78,electronics,Karma,4.6,1.284
79,pharmacy,Acme,19.18,0.533
80,fashion,Vento,19.3,5.539
81,home,Nova,16.05,0.673
82,electronics,Nova,13.01,5.033
83,pharmacy,Nova,36.14,1.237
84,books,Nova,45.95,0.702
85,pharmacy,Nova,12.83,0.782
86,grocery,Nimbus,59.06,1.317
87,grocery,Orchid,27.85,2.64
88,home,Nimbus,42.33,1.852
89,pharmacy,Lumen,17.23,1.792
90,home,Orchid,6.86,2.949
91,fashion,Nimbus,17.1,1.573
92,books,Nova,7.89,3.307
93,beauty,Nova,16.32,1.528
94,home,Pulse,28.56,1.254
95,pharmacy,Pulse,21.74,1.124
96,electronics,Vento,16.1,5.61
97,fashion,Atlas,20.62,2.32
98,fashion,Nova,7.08,2.801
99,grocery,Lumen,22.12,0.815
100,fashion,Acme,17.95,1.181
101,pharmacy,Zenith,56.97,4.96
102,grocery,Orchid,34.74,1.285
103,grocery,Pulse,27.68,1.148
104,books,Vento,38.57,0.577
105,electronics,Vento,33.27,1.0
106,home,Nimbus,24.59,5.334
107,beauty,Orchid,23.92,0.989
108,home,Orchid,84.55,1.63
109,pharmacy,Pulse,8.83,0.46
110,grocery,Atlas,81.71,0.587
111,beauty,Orchid,18.41,1.222
112,fashion,Nova,12.34,0.492
113,home,Zenith,24.68,1.261
114,fashion,Zenith,43.48,3.322
115,sports,Zenith,9.13,3.818
116,electronics,Nimbus,23.79,0.721
117,fashion,Orchid,29.79,1.358
118,pharmacy,Vento,12.97,0.874
119,fashion,Orchid,30.19,1.502
120,beauty,Orchid,19.41,0.824
121,fashion,Nova,7.66,0.619
122,grocery,Lumen,7.43,0.458
123,beauty,Lumen,23.32,0.618
124,home,Orchid,24.3,0.485
125,fashion,Vento,36.43,0.224
126,grocery,Nimbus,77.34,0.259
127,pharmacy,Lumen,7.6,1.227
128,fashion,Atlas,37.77,2.418
129,books,Atlas,62.76,1.301
130,beauty,Nimbus,50.74,1.381
131,pharmacy,Acme,23.43,2.007
132,beauty,Nova,25.09,1.401
133,fashion,Atlas,39.44,0.54
134,sports,Karma,7.21,0.696
135,fashion,Pulse,27.75,1.186
136,grocery,Orchid,80.37,0.888
137,fashion,Orchid,21.58,1.173
138,books,Orchid,13.52,1.683
139,electronics,Karma,53.11,4.95
140,sports,Karma,7.21,4.891
141,electronics,Karma,33.03,2.274
142,electronics,Zenith,15.92,0.133
143,grocery,Lumen,21.96,2.593
144,home,Pulse,15.04,0.888
145,fashion,Nova,4.82,0.675
146,books,Atlas,11.35,5.051
147,fashion,Atlas,25.08,3.723
148,grocery,Nova,33.84,0.47
149,home,Orchid,52.99,0.661
150,electronics,Nova,28.1,0.902
151,electronics,Nova,71.68,0.916
152,beauty,Orchid,26.41,0.569
153,electronics,Vento,63.3,1.907
154,pharmacy,Nimbus,9.93,1.583
155,fashion,Nimbus,11.23,1.005
156,beauty,Nimbus,55.85,1.876
157,fashion,Acme,15.44,1.67
158,grocery,Acme,47.99,1.952
159,beauty,Vento,45.28,1.291
160,pharmacy,Atlas,40.8,1.486
161,grocery,Pulse,10.0,2.223
162,home,Nimbus,36.26,1.533
163,grocery,Orchid,17.5,0.935
164,grocery,Atlas,30.9,8.623
165,grocery,Orchid,54.83,1.713
166,fashion,Vento,36.06,0.623
167,pharmacy,Acme,26.39,3.411
168,books,Nova,18.31,0.441
169,electronics,Karma,26.85,1.879
170,electronics,Vento,42.82,0.832
171,home,Karma,10.43,1.559
172,electronics,Vento,44.08,0.49
173,pharmacy,Pulse,63.83,1.707
174,sports,Orchid,20.85,3.366
175,fashion,Zenith,18.36,1.554
176,sports,Acme,10.06,0.477
177,beauty,Lumen,15.84,0.4
178,grocery,Acme,145.68,0.661
179,grocery,Nova,14.62,1.928
180,home,Vento,27.17,0.996
181,grocery,Orchid,32.58,1.044
182,fashion,Acme,19.46,2.589
183,fashion,Atlas,15.1,1.024
184,sports,Nimbus,37.87,7.891
185,books,Karma,76.16,3.291
186,electronics,Nova,50.67,1.567
187,grocery,Karma,31.76,2.655
188,grocery,Pulse,9.95,1.374
189,sports,Nova,54.18,1.059
190,fashion,Karma,138.8,3.491
191,home,Pulse,26.59,1.103
192,sports,Karma,57.84,2.827
193,fashion,Karma,30.42,1.038
194,electronics,Nova,23.0,5.19
195,electronics,Nova,12.33,1.747
196,grocery,Zenith,24.96,0.776
197,beauty,Nimbus,9.18,1.06
198,electronics,Orchid,14.79,1.458
199,home,Acme,52.14,0.449
200,home,Nova,114.79,1.373
201,home,Pulse,38.52,1.388
202,fashion,Lumen,45.17,2.796
203,beauty,Lumen,16.6,0.647
204,electronics,Lumen,21.82,0.587
205,fashion,Atlas,13.87,0.446
206,grocery,Atlas,46.26,2.913
207,home,Orchid,44.14,0.692
208,grocery,Nimbus,10.42,3.019
209,sports,Orchid,21.48,0.655
210,beauty,Acme,42.93,1.64
211,sports,Nimbus,126.15,1.162
212,pharmacy,Lumen,44.86,0.363
213,home,Nova,35.88,3.016
214,home,Karma,27.35,3.362
215,grocery,Acme,5.95,2.36
216,home,Lumen,26.81,3.592
217,grocery,Vento,60.78,3.21
218,fashion,Acme,11.03,2.626
219,electronics,Karma,30.27,1.807
220,sports,Nova,32.97,2.237
221,home,Acme,15.97,0.218
222,grocery,Pulse,20.64,3.521
223,pharmacy,Nimbus,34.49,0.483
224,sports,Acme,15.89,0.327
225,beauty,Atlas,27.88,0.485
226,grocery,Acme,64.18,0.205
227,grocery,Orchid,81.46,2.283
228,grocery,Acme,4.97,0.33
229,books,Atlas,16.34,0.538
230,books,Atlas,15.35,1.017
231,sports,Vento,23.68,0.518
232,grocery,Atlas,8.96,2.72
233,sports,Nimbus,37.69,1.539
234,grocery,Zenith,45.69,1.922
235,grocery,Acme,20.67,0.463
236,pharmacy,Pulse,28.35,0.441
237,books,Nimbus,24.0,6.213
238,home,Orchid,13.76,11.634
239,sports,Nova,181.11,0.291
240,electronics,Karma,15.66,3.719
241,pharmacy,Nimbus,62.76,4.521
242,books,Lumen,29.4,1.531
243,sports,Vento,61.97,2.07
244,pharmacy,Pulse,36.87,1.597
245,electronics,Nova,146.46,2.102
246,beauty,Orchid,14.57,2.079
247,grocery,Acme,29.15,2.131
248,home,Acme,44.99,0.457
249,grocery,Lumen,34.2,3.657
250,home,Lumen,42.83,0.599
251,electronics,Orchid,104.7,1.475
252,grocery,Nova,49.9,1.471
253,pharmacy,Acme,10.1,1.482
254,home,Nimbus,8.38,0.721
255,electronics,Nimbus,23.43,0.542
256,beauty,Atlas,38.76,2.742
257,fashion,Nimbus,61.54,0.756
258,home,Vento,144.92,1.141
259,grocery,Atlas,21.25,0.495
260,pharmacy,Karma,25.68,0.87
261,sports,Vento,84.47,0.116
262,fashion,Orchid,32.45,0.533
263,fashion,Atlas,56.16,0.264
264,electronics,Orchid,73.09,0.634
265,grocery,Vento,30.19,1.693
266,grocery,Nimbus,43.51,0.471
267,electronics,Zenith,38.63,2.572
268,fashion,Vento,10.11,1.708
269,grocery,Karma,28.48,0.779
270,home,Nova,27.44,1.976
271,electronics,Atlas,22.01,0.831
272,fashion,Acme,26.4,0.95
273,fashion,Zenith,19.93,0.29
274,sports,Acme,48.86,3.252
275,beauty,Nova,18.75,3.173
276,pharmacy,Karma,20.69,1.408
277,electronics,Pulse,52.25,1.015
278,beauty,Lumen,12.94,1.172
279,home,Pulse,29.88,0.846
280,grocery,Orchid,13.14,0.729
281,home,Atlas,69.97,0.458
282,books,Orchid,46.22,2.377
283,electronics,Nimbus,90.12,0.658
284,grocery,Pulse,47.74,1.841
285,beauty,Karma,22.41,0.734
286,electronics,Atlas,10.51,2.515
287,sports,Acme,35.87,1.471
288,fashion,Vento,13.52,0.598
289,electronics,Pulse,45.34,0.209
290,beauty,Nova,14.51,2.897
291,beauty,Nimbus,19.71,2.018
292,grocery,Pulse,5.63,5.193
293,books,Orchid,16.71,1.346
294,sports,Pulse,27.56,1.352
295,fashion,Zenith,10.75,1.206
296,electronics,Karma,7.02,0.321
297,sports,Nova,65.67,1.041
298,home,Acme,27.05,0.541
299,fashion,Orchid,22.13,0.465
300,beauty,Lumen,12.38,0.393
301,grocery,Nimbus,19.25,0.345
302,fashion,Nova,21.03,0.162
303,fashion,Karma,36.05,1.575
304,beauty,Vento,21.06,1.123
305,books,Vento,34.6,0.842
306,home,Vento,23.92,1.347
307,electronics,Vento,27.74,0.392
308,sports,Pulse,9.15,0.209
309,sports,Acme,7.39,1.151
310,beauty,Orchid,30.4,0.597
311,beauty,Lumen,19.07,0.756
312,grocery,Orchid,50.66,0.28
313,beauty,Nova,4.19,1.512
314,grocery,Acme,8.13,0.637
315,electronics,Nova,6.88,0.85
316,electronics,Acme,12.37,0.394
317,pharmacy,Acme,25.08,3.889
318,beauty,Pulse,28.7,4.866
319,books,Atlas,26.58,2.46
320,books,Karma,41.6,0.219
321,electronics,Nova,118.18,2.479
322,electronics,Vento,33.94,2.692
323,sports,Atlas,40.77,5.178
324,grocery,Atlas,9.88,3.17
325,fashion,Nova,16.12,1.919
326,books,Pulse,52.39,0.177
327,sports,Zenith,18.13,2.177
328,electronics,Vento,8.69,3.673
329,grocery,Karma,10.36,1.233
330,home,Lumen,13.11,2.928
331,electronics,Zenith,18.62,2.134
332,sports,Nimbus,8.35,0.866
333,grocery,Lumen,24.4,1.517
334,home,Orchid,18.68,0.823
335,fashion,Nimbus,9.64,1.79
336,fashion,Atlas,4.34,1.176
337,grocery,Lumen,13.96,0.615
338,home,Nimbus,22.86,1.508
339,pharmacy,Nova,15.48,0.543
340,home,Acme,15.91,0.839
341,books,Nova,21.33,3.644
342,grocery,Lumen,32.13,1.172
343,beauty,Pulse,26.72,2.054
344,grocery,Atlas,20.01,0.567
345,grocery,Nova,30.67,1.542
346,grocery,Karma,30.98,2.896
347,electronics,Pulse,40.95,2.74
348,electronics,Atlas,40.39,1.084
349,electronics,Karma,24.69,1.761
350,home,Nova,19.91,1.192
351,electronics,Acme,24.28,4.047
352,grocery,Lumen,8.76,0.531
353,electronics,Acme,27.07,0.837
354,grocery,Atlas,33.5,1.237
355,books,Nimbus,15.36,2.455
356,beauty,Pulse,33.26,0.995
357,electronics,Nova,57.45,0.572
358,fashion,Vento,23.64,2.198
359,home,Zenith,23.88,2.505
360,fashion,Vento,52.26,0.872
361,fashion,Orchid,13.5,2.756
362,grocery,Lumen,43.87,1.023
363,pharmacy,Acme,22.55,0.799
364,grocery,Acme,23.48,1.946
365,electronics,Nova,68.91,1.314
366,sports,Pulse,7.83,4.027
367,grocery,Orchid,40.92,0.802
368,electronics,Karma,6.75,0.967
369,beauty,Karma,10.14,3.755
370,books,Nova,23.02,0.453
371,grocery,Lumen,25.02,1.507
372,grocery,Karma,34.38,1.368
373,fashion,Pulse,62.65,3.79
374,home,Nimbus,32.47,0.594
375,grocery,Nimbus,24.15,1.77
376,fashion,Nimbus,74.14,2.828
377,beauty,Zenith,32.06,0.469
378,grocery,Vento,6.77,0.673
379,books,Karma,20.55,1.161
380,beauty,Nova,41.35,1.467
381,sports,Zenith,31.41,5.831
382,sports,Vento,25.25,0.712
383,fashion,Pulse,29.75,3.057
384,pharmacy,Nimbus,24.17,0.404
385,electronics,Acme,24.06,2.092
386,home,Pulse,49.03,2.807
387,grocery,Zenith,13.35,0.617
388,sports,Nimbus,11.8,1.477
389,fashion,Vento,4.82,1.023
390,grocery,Karma,6.77,2.697
391,pharmacy,Acme,14.67,4.773
392,fashion,Zenith,25.37,1.544
393,home,Lumen,31.03,0.445
394,fashion,Acme,15.44,1.183
395,beauty,Nova,25.56,0.522
396,electronics,Nova,34.2,2.406
397,fashion,Nova,15.89,1.819
398,fashion,Orchid,18.1,2.499
399,books,Zenith,22.48,0.61
400,electronics,Acme,22.33,0.465
401,home,Orchid,61.12,1.392
402,pharmacy,Nova,25.63,2.164
403,electronics,Pulse,12.85,2.424
404,books,Acme,31.43,1.6
405,beauty,Orchid,80.8,1.831
406,grocery,Lumen,24.47,0.303
407,electronics,Lumen,46.07,3.154
408,grocery,Zenith,25.44,0.865
409,pharmacy,Nova,24.79,13.647
410,fashion,Zenith,4.15,4.572
411,beauty,Karma,30.05,1.484
412,electronics,Nimbus,6.58,0.78
413,electronics,Pulse,21.25,0.745
414,fashion,Acme,24.86,1.681
415,grocery,Pulse,74.51,1.039
416,beauty,Nimbus,28.68,0.493
417,pharmacy,Vento,19.37,4.177
418,electronics,Pulse,41.71,3.836
419,pharmacy,Zenith,20.12,1.462
420,books,Nimbus,119.27,0.683
421,electronics,Karma,68.4,4.444
422,grocery,Zenith,6.55,1.332
423,pharmacy,Lumen,8.75,1.246
424,electronics,Pulse,65.62,12.09
425,fashion,Pulse,60.45,0.758
426,grocery,Karma,9.88,1.139
427,electronics,Nova,12.5,0.506
428,beauty,Lumen,142.96,1.992
429,electronics,Pulse,33.48,0.693
430,books,Zenith,80.26,2.873
431,electronics,Orchid,19.63,0.535
432,books,Acme,35.0,0.892
433,home,Nova,15.6,1.439
434,fashion,Vento,34.2,2.082
435,grocery,Pulse,34.26,2.155
436,sports,Nova,13.31,1.384
437,pharmacy,Vento,32.67,6.462
438,sports,Nimbus,22.45,0.942
439,grocery,Vento,7.49,2.314
440,electronics,Karma,18.25,1.795
441,grocery,Vento,13.26,0.688
442,electronics,Vento,19.25,0.368
443,pharmacy,Nimbus,8.8,1.365
444,home,Pulse,24.61,1.094
445,electronics,Atlas,87.07,0.779
446,grocery,Nova,18.91,1.499
447,beauty,Orchid,14.91,0.812
448,sports,Nova,16.3,3.731
449,pharmacy,Vento,38.73,5.052
450,sports,Nimbus,48.28,5.602
451,home,Nimbus,49.27,3.61
452,electronics,Karma,21.43,1.021
453,fashion,Karma,9.44,0.249
454,electronics,Acme,14.24,5.467
455,grocery,Atlas,47.67,3.278
456,home,Karma,15.83,1.77
457,beauty,Karma,31.56,1.833
458,fashion,Pulse,18.39,1.462
459,fashion,Lumen,23.91,3.376
460,grocery,Zenith,25.09,0.427
461,sports,Karma,23.77,2.452
462,home,Acme,18.93,0.716
463,fashion,Nimbus,18.3,0.886
464,beauty,Nova,80.76,1.785
465,beauty,Pulse,21.14,2.735
466,electronics,Nova,61.3,5.84
467,beauty,Nova,24.15,1.115
468,electronics,Zenith,62.58,6.525
469,fashion,Lumen,22.87,4.247
470,home,Pulse,27.88,0.455
471,beauty,Nova,103.12,2.598
472,electronics,Zenith,13.65,1.469
473,beauty,Zenith,56.24,0.952
474,electronics,Pulse,11.95,0.594
475,sports,Orchid,38.4,0.376
476,grocery,Nimbus,12.27,0.879
477,home,Acme,9.28,0.812
478,fashion,Karma,44.82,0.861
479,fashion,Lumen,17.86,1.74
480,electronics,Zenith,41.91,1.139
481,beauty,Karma,90.58,1.174
482,electronics,Nova,40.0,2.517
483,grocery,Karma,70.78,0.616
484,electronics,Acme,39.74,0.409
485,fashion,Pulse,48.13,0.344
486,grocery,Vento,99.01,0.691
487,electronics,Pulse,12.25,0.387
488,grocery,Nova,9.43,1.603
489,beauty,Atlas,20.53,2.152
490,sports,Karma,61.36,0.627
491,home,Nova,16.22,1.102
492,fashion,Nimbus,27.3,1.113
493,electronics,Nova,30.52,2.029
494,fashion,Atlas,53.73,0.902
495,grocery,Zenith,38.92,1.575
496,grocery,Zenith,8.62,2.132
497,beauty,Karma,6.75,2.157
498,grocery,Atlas,19.43,7.594
499,home,Atlas,112.39,1.924
500,electronics,Pulse,32.72,0.86
501,fashion,Pulse,22.82,0.709
502,electronics,Vento,33.12,4.122
503,grocery,Orchid,20.64,0.807
504,sports,Pulse,8.05,1.237
505,sports,Atlas,34.16,1.554
506,grocery,Lumen,34.63,0.625
507,books,Orchid,71.39,1.154
508,sports,Lumen,30.83,3.822
509,grocery,Nova,34.47,1.468
510,fashion,Acme,8.42,1.619
511,fashion,Karma,14.6,0.596
512,home,Vento,83.66,1.445
513,grocery,Atlas,13.08,1.375
514,grocery,Nova,23.1,0.644
515,grocery,Acme,26.22,1.067
516,beauty,Orchid,8.89,2.323
517,grocery,Acme,31.14,0.312
518,fashion,Nova,21.3,1.763
519,grocery,Pulse,8.59,1.334
520,electronics,Atlas,42.35,1.293
521,home,Lumen,47.24,0.529
522,books,Atlas,10.78,1.211
523,pharmacy,Lumen,19.02,2.228
524,electronics,Lumen,51.3,1.125
525,fashion,Pulse,27.64,0.34
526,grocery,Acme,9.72,2.489
527,home,Lumen,12.66,1.431
528,beauty,Zenith,41.67,1.024
529,grocery,Zenith,20.93,0.184
530,grocery,Nimbus,9.11,3.191
531,sports,Nova,24.76,1.23
532,grocery,Pulse,30.66,3.161
533,grocery,Acme,45.58,1.179
534,books,Zenith,21.02,1.143
535,home,Vento,55.29,1.221
536,fashion,Zenith,15.49,1.469
537,grocery,Atlas,10.53,0.139
538,grocery,Nova,28.31,0.628
539,pharmacy,Atlas,12.2,2.986
540,fashion,Atlas,22.26,0.439
541,electronics,Atlas,18.33,1.787
542,electronics,Zenith,41.48,1.256
543,electronics,Lumen,11.22,0.322
544,grocery,Pulse,11.02,2.833
545,electronics,Karma,29.59,0.854
546,grocery,Orchid,14.19,2.113
547,grocery,Acme,9.55,0.373
548,beauty,Atlas,33.9,0.951
549,home,Pulse,25.07,3.172
550,grocery,Karma,66.1,1.377
551,electronics,Lumen,54.22,0.799
552,grocery,Pulse,30.52,1.825
553,pharmacy,Acme,12.67,0.662
554,home,Karma,42.54,0.482
555,beauty,Pulse,58.78,1.036
556,fashion,Zenith,84.45,0.901
557,grocery,Vento,14.98,8.272
558,grocery,Karma,67.75,2.93
559,pharmacy,Atlas,11.11,1.25
560,pharmacy,Vento,19.42,1.647
561,sports,Nimbus,10.21,1.403
562,electronics,Lumen,75.77,0.483
563,home,Pulse,21.74,0.271
564,grocery,Nimbus,28.8,5.589
565,grocery,Acme,28.64,7.172
566,home,Atlas,81.84,0.852
567,electronics,Vento,48.87,0.931
568,grocery,Nova,57.14,1.334
569,grocery,Lumen,6.88,0.731
570,books,Karma,12.55,4.473
571,electronics,Acme,18.86,0.674
572,grocery,Vento,71.16,1.058
573,grocery,Orchid,15.03,12.733
574,home,Vento,14.22,1.052
575,sports,Karma,38.17,1.271
576,grocery,Atlas,21.43,1.792
577,grocery,Karma,6.56,1.067
578,beauty,Pulse,19.26,0.088
579,home,Atlas,18.57,1.33
580,electronics,Zenith,50.96,0.706
581,beauty,Pulse,27.03,0.879
582,grocery,Acme,17.93,2.054
583,fashion,Lumen,13.48,0.457
584,grocery,Acme,10.73,0.367
585,electronics,Vento,12.7,0.573
586,beauty,Vento,22.22,0.368
587,home,Orchid,23.45,0.281
588,grocery,Acme,22.35,1.248
589,beauty,Lumen,8.9,1.3
590,home,Nova,20.49,1.822
591,electronics,Pulse,17.75,0.425
592,grocery,Atlas,24.47,0.747
593,grocery,Atlas,36.97,0.299
594,grocery,Acme,92.28,0.656
595,electronics,Atlas,31.15,8.107
596,grocery,Zenith,9.07,1.196
597,grocery,Acme,11.29,0.376
598,beauty,Vento,20.45,1.481
599,electronics,Nimbus,16.41,0.57
600,grocery,Zenith,21.91,1.111
601,grocery,Vento,90.2,0.527
602,electronics,Pulse,38.75,3.107
603,grocery,Lumen,17.6,2.358
604,electronics,Lumen,13.25,2.609
605,sports,Pulse,12.41,1.872
606,pharmacy,Atlas,3.56,2.18
607,grocery,Karma,20.75,0.662
608,grocery,Karma,9.33,0.3
609,books,Pulse,33.67,3.917
610,home,Pulse,34.37,1.651
611,grocery,Pulse,49.55,0.584
612,electronics,Acme,9.49,1.034
613,home,Zenith,30.02,0.907
614,electronics,Karma,40.82,0.558
615,books,Pulse,34.29,2.324
616,beauty,Lumen,40.36,0.791
617,grocery,Acme,37.38,0.91
618,fashion,Vento,20.04,1.2
619,electronics,Karma,37.37,4.146
620,electronics,Atlas,52.84,1.527
621,fashion,Pulse,12.49,3.676
622,pharmacy,Lumen,16.19,1.117
623,grocery,Acme,13.92,0.974
624,beauty,Orchid,19.12,0.679
625,home,Vento,7.57,1.861
626,electronics,Orchid,30.12,1.341
627,grocery,Pulse,15.52,0.665
628,beauty,Nimbus,13.45,3.633
629,electronics,Zenith,23.15,1.993
630,sports,Atlas,22.57,2.773
631,grocery,Zenith,32.07,0.538
632,grocery,Orchid,21.6,0.505
633,home,Nimbus,27.03,0.664
634,electronics,Atlas,25.34,0.714
635,grocery,Vento,42.13,1.63
636,electronics,Atlas,53.72,2.075
637,books,Zenith,41.73,2.718
638,grocery,Atlas,20.24,0.352
639,books,Zenith,14.59,5.853
640,grocery,Orchid,65.07,0.905
641,fashion,Nimbus,11.17,1.085
642,home,Pulse,79.21,1.136
643,home,Karma,39.77,4.575
644,fashion,Lumen,10.56,2.963
645,pharmacy,Karma,22.88,0.876
646,grocery,Lumen,23.57,0.475
647,pharmacy,Pulse,34.6,1.842
648,grocery,Nimbus,27.89,1.651
649,fashion,Vento,47.33,0.749
650,grocery,Zenith,12.46,2.241
651,grocery,Orchid,38.53,0.804
652,grocery,Vento,29.12,0.501
653,pharmacy,Pulse,62.15,0.495
654,sports,Pulse,67.38,1.094
655,sports,Vento,45.69,0.674
656,beauty,Nova,67.05,0.982
657,electronics,Orchid,35.37,0.732
658,sports,Vento,33.56,0.849
659,grocery,Zenith,6.33,0.277
660,electronics,Nova,23.49,0.363
661,fashion,Pulse,9.09,1.471
662,fashion,Acme,40.64,1.802
663,electronics,Vento,49.62,1.101
664,grocery,Orchid,6.85,0.553
665,home,Zenith,25.82,2.951
666,books,Atlas,121.08,0.76
667,electronics,Karma,29.42,0.637
668,beauty,Atlas,19.78,1.714
669,home,Atlas,12.07,3.912
670,fashion,Pulse,54.85,2.114
671,home,Orchid,29.87,0.341
672,grocery,Nimbus,24.37,0.689
673,home,Atlas,15.0,3.505
674,electronics,Pulse,16.72,2.053
675,pharmacy,Orchid,50.36,0.37
676,fashion,Lumen,19.61,1.511
677,grocery,Pulse,18.81,0.883
678,grocery,Atlas,98.56,1.007
679,electronics,Nimbus,17.35,0.837
680,grocery,Lumen,10.21,4.481
681,home,Vento,24.55,4.17
682,electronics,Orchid,49.13,1.503
683,home,Nova,25.63,1.014
684,grocery,Zenith,16.52,1.803
685,home,Atlas,29.31,0.5
686,home,Orchid,13.38,4.201
687,grocery,Zenith,12.11,5.65
688,electronics,Acme,33.6,1.23
689,pharmacy,Karma,11.89,1.66
690,grocery,Zenith,11.58,1.436
691,fashion,Orchid,17.14,0.411
692,grocery,Acme,36.42,0.529
693,fashion,Zenith,31.05,2.053
694,books,Nimbus,40.03,1.181
695,fashion,Pulse,6.12,3.415
696,fashion,Orchid,21.58,1.762
697,home,Karma,26.9,1.281
698,beauty,Nimbus,14.18,1.253
699,pharmacy,Nova,31.65,0.616
700,home,Atlas,45.77,0.867
701,books,Atlas,35.64,0.503
702,grocery,Acme,76.51,1.285
703,electronics,Atlas,10.12,1.636
704,electronics,Lumen,37.8,2.583
705,grocery,Lumen,22.46,3.71
706,home,Atlas,6.29,0.689
707,electronics,Zenith,45.08,1.191
708,home,Nimbus,19.4,2.273
709,electronics,Nova,32.37,1.758
710,home,Nimbus,6.18,0.597
711,grocery,Karma,4.52,5.149
712,fashion,Atlas,30.78,4.844
713,fashion,Lumen,27.2,0.275
714,electronics,Acme,7.1,2.113
715,electronics,Nova,27.73,0.859
716,home,Acme,20.43,0.569
717,grocery,Atlas,10.71,0.681
718,electronics,Zenith,22.05,1.128
719,beauty,Karma,22.26,1.035
720,sports,Karma,24.54,3.338
721,grocery,Acme,45.59,2.907
722,home,Nova,7.05,0.251
723,home,Atlas,41.57,0.425
724,home,Lumen,17.79,2.595
725,grocery,Orchid,17.26,1.769
726,home,Atlas,15.52,0.494
727,electronics,Nova,14.89,3.085
728,fashion,Karma,22.78,0.614
729,home,Orchid,7.04,1.44
730,fashion,Nova,22.9,1.191
731,books,Pulse,117.68,1.016
732,fashion,Orchid,38.41,0.191
733,electronics,Orchid,36.26,2.584
734,sports,Vento,15.71,0.808
735,grocery,Zenith,17.59,1.182
736,home,Zenith,21.56,0.575
737,electronics,Pulse,18.92,0.567
738,grocery,Karma,43.78,0.61
739,grocery,Pulse,12.63,1.71
740,sports,Orchid,18.52,15.062
741,beauty,Lumen,112.46,2.979
742,electronics,Pulse,45.92,0.476
743,fashion,Acme,74.71,3.603
744,sports,Atlas,85.92,1.505
745,electronics,Atlas,52.95,0.684
746,beauty,Nimbus,23.12,1.288
747,sports,Pulse,42.67,0.841
748,pharmacy,Atlas,31.22,0.537
749,grocery,Acme,59.08,1.559
750,grocery,Lumen,17.68,0.352
751,beauty,Zenith,12.2,1.73
752,sports,Pulse,11.03,1.853
753,fashion,Lumen,38.19,1.212
754,books,Acme,18.37,0.569
755,pharmacy,Pulse,8.32,0.744
756,electronics,Orchid,36.86,0.85
757,electronics,Karma,19.67,1.336
758,pharmacy,Orchid,40.96,0.755
759,home,Orchid,18.15,3.59
760,fashion,Karma,24.22,1.309
