refund_id,order_id,refund_ts,reason,amount
44,244134,2024-07-27T10:08:46,customer_return,68.97
45,53699,2026-02-09T08:45:11,customer_return,89.78
46,36875,2024-02-19T18:07:09,fraud,66.78
47,465688,2025-09-25T06:21:32,duplicate_charge,17.24
48,405196,2025-04-22T15:26:11,fraud,514.09
49,200764,2025-08-14T03:05:27,customer_return,195.16
50,238863,2024-02-28T07:37:24,duplicate_charge,117.03
51,299853,2024-01-13T22:28:39,customer_return,206.99
52,301778,2024-01-29T05:28:47,customer_return,133.74
53,362985,2024-02-21T04:31:37,merchant_cancel,72.57
54,126349,2024-07-07T13:05:50,delivery_issue,91.87
55,320608,2024-01-05T05:03:00,fraud,79.82
56,235521,2026-01-04T20:26:01,fraud,122.69
57,265235,2024-01-11T01:07:19,delivery_issue,79.81
58,215924,2024-08-18T23:37:54,merchant_cancel,128.52
59,68336,2024-10-06T06:39:33,customer_return,117.43
60,239459,2024-12-03T23:58:28,delivery_issue,20.48
61,91896,2024-02-09T15:30:29,fraud,7.12
62,132787,2025-03-27T22:33:58,customer_return,161.36
63,177364,2024-07-23T07:22:29,other,451.86
64,411992,2025-01-28T09:20:11,fraud,179.62
65,151238,2024-09-16T20:57:31,other,218.25
66,107068,2025-03-08T04:12:46,customer_return,38.57
67,79776,2024-12-03T18:10:54,other,133.8
68,356698,2024-02-08T12:33:32,merchant_cancel,81.12
69,358665,2025-08-01T12:19:57,other,25.09
70,490730,2025-11-04T23:31:59,duplicate_charge,101.71
71,166240,2024-06-16T15:53:26,duplicate_charge,53.28
72,27161,2024-01-22T04:38:51,customer_return,18.55
73,433737,2024-10-14T01:45:11,merchant_cancel,123.24
74,283633,2024-01-26T16:45:13,merchant_cancel,193.95
75,277347,2024-01-26T22:26:46,merchant_cancel,418.34
76,148609,2024-04-10T18:51:38,fraud,61.73
77,139671,2024-04-19T02:28:29,fraud,235.87
78,86622,2026-02-24T17:09:27,customer_return,277.63
79,87783,2025-01-12T05:04:02,customer_return,109.45
80,293285,2025-05-29T10:27:55,delivery_issue,1.2
81,468473,2025-10-06T22:13:23,customer_return,116.53
82,64124,2025-07-13T10:57:25,customer_return,34.29
83,468508,2024-11-26T02:14:07,duplicate_charge,87.97
84,314047,2025-02-02T11:37:13,delivery_issue,23.17
85,146527,2024-09-06T15:46:08,delivery_issue,117.91
86,216733,2024-10-14T16:32:25,fraud,13.98
87,71800,2025-01-16T10:55:44,other,43.52
88,246964,2025-12-30T12:47:39,merchant_cancel,72.22
89,351194,2024-06-14T16:26:32,delivery_issue,142.85
90,312780,2024-05-10T23:13:32,merchant_cancel,116.79
91,111686,2024-03-12T07:46:58,merchant_cancel,37.98
92,206794,2025-12-24T05:36:34,customer_return,2.09
93,499307,2025-09-14T04:01:42,delivery_issue,243.67
94,232665,2024-03-19T00:58:43,customer_return,53.08
95,131058,2024-11-10T03:37:29,customer_return,20.94
96,215244,2024-05-09T04:29:34,merchant_cancel,3.77
97,241887,2026-02-27T03:13:25,customer_return,78.82
98,119942,2024-11-10T08:10:26,merchant_cancel,197.38
99,371796,2025-05-21T11:16:08,other,91.86
100,248539,2024-05-11T23:18:29,fraud,206.96
101,448475,2024-05-01T03:40:26,duplicate_charge,105.55
102,242814,2024-06-12T15:08:39,merchant_cancel,110.95
103,165397,2025-04-11T18:41:02,other,439.65
104,58577,2024-04-17T14:28:55,customer_return,83.96
105,326394,2024-06-24T19:53:21,fraud,45.74
106,401895,2025-02-09T21:15:49,customer_return,39.4
107,494314,2025-06-30T09:54:00,duplicate_charge,34.01
108,324807,2025-04-09T13:43:41,duplicate_charge,56.61
109,242047,2024-04-19T16:35:15,customer_return,31.41
110,380695,2024-09-20T18:44:01,duplicate_charge,40.94
111,75744,2024-11-19T02:59:35,merchant_cancel,27.79
112,427538,2025-05-12T11:59:53,delivery_issue,98.59
113,193420,2025-11-17T21:52:07,customer_return,42.48
114,32923,2025-08-09T04:46:03,delivery_issue,22.63
115,328487,2024-06-13T18:40:28,customer_return,107.59
116,13348,2025-12-21T13:10:44,delivery_issue,70.41
117,281390,2024-01-30T23:48:53,customer_return,122.75
118,141249,2025-04-12T07:16:13,merchant_cancel,130.87
119,149572,2024-09-19T00:44:11,customer_return,93.32
120,329153,2024-01-31T00:45:52,delivery_issue,98.38
121,485812,2024-03-18T10:19:10,fraud,27.27
122,387830,2024-05-14T20:18:43,delivery_issue,40.1
123,497287,2025-05-25T22:32:05,duplicate_charge,121.35
124,202871,2024-07-03T20:39:51,customer_return,8.03
125,70195,2026-01-04T02:09:03,other,178.26
126,88224,2025-04-04T04:09:17,delivery_issue,34.52
127,360561,2025-03-17T20:49:53,duplicate_charge,15.53
128,423782,2025-07-19T04:01:09,fraud,30.94
129,321675,2025-07-08T08:38:03,duplicate_charge,51.7
130,421439,2024-01-24T11:55:00,fraud,84.43
131,391772,2025-04-21T22:58:43,delivery_issue,96.11
132,488193,2025-10-19T21:35:23,duplicate_charge,36.2
133,467347,2025-12-21T08:52:26,customer_return,0.83
134,246090,2024-09-05T08:56:36,customer_return,150.95
135,425089,2024-11-29T13:19:04,fraud,16.8
136,210739,2025-11-13T23:00:24,customer_return,29.95
137,422126,2024-02-14T10:33:28,customer_return,136.4
138,358156,2024-03-05T16:35:21,customer_return,162.16
139,480009,2024-11-13T20:59:38,merchant_cancel,144.6
140,345295,2025-09-29T21:01:13,delivery_issue,49.33
141,204125,2024-10-30T23:05:43,customer_return,74.96
142,405678,2025-03-23T12:06:11,merchant_cancel,58.0
143,243691,2025-08-17T01:04:37,delivery_issue,83.64
144,455658,2025-09-16T22:12:29,merchant_cancel,143.98
145,124050,2026-02-28T12:36:33,customer_return,30.75
146,161549,2024-07-22T21:16:12,customer_return,34.63
147,160838,2025-04-15T11:29:57,fraud,99.84
148,361110,2025-05-11T13:30:46,customer_return,86.44
149,265040,2024-01-24T16:06:09,other,0.48
150,72388,2025-01-24T19:03:04,delivery_issue,31.37
151,448541,2024-10-27T23:16:18,delivery_issue,99.43
152,393767,2025-04-12T02:02:29,customer_return,43.7
153,323358,2026-01-08T06:32:45,delivery_issue,38.93
154,14113,2025-02-09T01:08:01,customer_return,287.21
155,299242,2024-01-16T06:08:57,customer_return,89.48
156,138367,2025-12-11T07:05:29,customer_return,76.29
157,305911,2025-06-02T20:03:24,fraud,34.85
158,300307,2025-12-14T01:10:02,delivery_issue,8.58
159,435511,2025-09-18T07:35:19,customer_return,138.46
160,255869,2025-03-07T05:13:28,customer_return,26.74
161,337383,2024-10-01T22:44:12,customer_return,31.94
162,416403,2024-05-27T13:37:42,other,60.91
163,446001,2024-10-25T11:13:36,delivery_issue,115.65
164,337409,2024-01-21T08:37:56,customer_return,3.32
165,480588,2025-02-26T09:35:52,customer_return,311.02
166,115686,2025-01-20T19:17:13,customer_return,9.77
167,348352,2024-04-27T04:14:12,other,48.45
168,305735,2025-09-10T07:25:26,merchant_cancel,79.89
169,44614,2024-05-12T05:00:02,customer_return,128.93
170,391673,2025-01-25T21:22:17,customer_return,263.86
171,9329,2024-03-13T07:05:49,delivery_issue,38.26
172,379369,2025-08-28T09:59:50,fraud,227.57
173,342429,2025-11-09T05:58:36,customer_return,72.22
174,101282,2026-02-25T02:45:17,merchant_cancel,119.21
175,291450,2024-01-21T12:10:34,merchant_cancel,112.77
176,295204,2025-08-21T12:28:11,delivery_issue,8.64
177,316885,2024-08-24T22:11:40,fraud,310.34
178,16101,2024-04-19T22:01:31,delivery_issue,48.39
179,305687,2025-10-24T10:35:38,customer_return,18.69
180,408991,2025-01-07T14:50:20,duplicate_charge,5.63
181,494610,2025-01-29T21:02:16,customer_return,22.76
182,184104,2026-01-11T16:09:02,delivery_issue,347.83
183,361654,2025-07-19T13:04:46,merchant_cancel,28.02
184,147812,2024-05-30T17:35:51,customer_return,24.95
185,255901,2025-12-06T21:38:50,other,67.04
186,222554,2025-10-23T07:43:00,customer_return,133.59
187,51862,2024-02-28T17:15:01,customer_return,130.9
188,260384,2025-08-07T10:43:16,duplicate_charge,264.5
189,231374,2025-11-13T07:40:04,delivery_issue,2.61
190,492652,2025-10-06T22:51:57,customer_return,59.31
191,151316,2024-08-23T11:21:30,customer_return,241.56
192,321331,2025-10-01T04:11:19,delivery_issue,48.18
193,296153,2025-05-03T06:02:31,duplicate_charge,71.21
194,205447,2024-10-05T14:41:32,other,248.73
195,175122,2024-01-16T18:23:04,delivery_issue,1.89
196,32923,2025-08-09T02:25:24,customer_return,40.61
197,428855,2024-03-20T16:17:41,other,250.4
198,139367,2026-01-15T21:20:30,customer_return,10.57
199,110467,2025-07-16T02:20:25,duplicate_charge,109.42
200,479465,2025-08-04T11:03:13,duplicate_charge,9.7
201,109589,2026-02-10T09:00:36,delivery_issue,224.06
202,257459,2026-02-26T02:23:03,merchant_cancel,10.24
203,269128,2025-04-05T17:59:24,delivery_issue,7.63
204,300225,2024-09-21T07:06:19,fraud,113.81
205,493279,2024-07-29T19:35:14,customer_return,57.58
206,397371,2025-08-11T19:29:24,customer_return,141.91
207,59112,2025-05-15T11:58:48,customer_return,24.12
208,111822,2025-01-17T11:09:32,customer_return,21.46
209,76324,2026-03-03T19:42:09,duplicate_charge,0.59
210,413555,2024-07-30T04:39:34,delivery_issue,37.86
211,437968,2025-11-07T15:50:10,merchant_cancel,60.16
212,453485,2025-03-17T00:43:11,merchant_cancel,174.3
213,279047,2024-10-20T20:22:47,delivery_issue,77.75
214,95495,2024-04-02T11:09:26,customer_return,876.12
215,52395,2024-10-06T14:18:44,customer_return,31.18
216,39617,2025-10-29T06:18:54,delivery_issue,33.15
217,130604,2025-02-04T22:42:17,customer_return,100.74
218,230050,2024-02-27T07:40:35,delivery_issue,37.02
219,209278,2024-11-09T04:10:52,fraud,10.29
220,372722,2024-09-09T23:55:26,merchant_cancel,116.66
221,462738,2026-02-06T02:34:57,fraud,118.67
222,89743,2025-01-30T16:47:09,delivery_issue,216.18
223,242142,2024-01-27T04:32:22,merchant_cancel,104.26
224,308905,2025-08-29T15:08:33,merchant_cancel,12.03
225,492850,2024-10-16T15:00:43,fraud,34.29
226,153115,2025-12-09T14:59:27,merchant_cancel,151.74
227,241424,2025-05-06T00:40:26,fraud,33.96
228,469235,2025-02-08T09:55:23,merchant_cancel,62.16
229,231980,2024-02-16T08:40:00,delivery_issue,61.16
230,11801,2024-12-13T02:07:45,customer_return,63.28
231,28528,2025-02-02T10:51:20,delivery_issue,89.84
232,330651,2024-09-29T00:29:11,fraud,30.55
233,493813,2026-01-10T08:12:48,merchant_cancel,78.54
234,424474,2024-02-01T07:38:26,delivery_issue,285.58
235,152409,2024-12-11T15:54:02,duplicate_charge,46.36
236,267972,2025-08-26T10:45:01,customer_return,252.38
237,236173,2026-01-19T02:10:46,merchant_cancel,40.36
238,124075,2024-12-19T04:46:04,customer_return,103.12
239,6706,2025-07-14T03:47:51,other,49.72
240,452316,2025-10-29T05:25:49,fraud,96.06
241,136010,2025-03-26T02:28:28,customer_return,46.18
242,495858,2024-07-16T10:47:36,duplicate_charge,309.86
243,208194,2024-02-09T13:46:25,customer_return,206.47
244,438134,2026-01-19T22:53:07,delivery_issue,10.02
245,471077,2025-04-12T05:01:28,other,223.01
246,359690,2025-10-17T12:29:35,fraud,161.3
247,141121,2025-10-10T18:50:46,fraud,71.82
248,385645,2024-06-19T15:49:51,merchant_cancel,163.15
249,216454,2024-06-23T00:13:18,customer_return,52.11
250,200452,2025-04-14T18:49:48,fraud,125.33
251,87074,2025-03-03T00:45:56,customer_return,14.41
252,177477,2025-06-23T22:18:37,other,66.2
253,65390,2024-07-02T07:49:18,customer_return,45.31
254,334215,2024-08-12T02:32:24,merchant_cancel,114.08
255,201463,2025-06-05T02:21:28,customer_return,103.33
256,44281,2024-09-15T20:43:07,duplicate_charge,244.64
257,211325,2024-09-10T17:06:17,fraud,318.78
258,228320,2025-12-06T00:42:52,merchant_cancel,77.99
259,478397,2024-07-13T08:40:08,duplicate_charge,72.22
260,56551,2025-12-17T13:40:44,customer_return,416.05
261,317161,2024-06-28T18:36:48,duplicate_charge,27.68
262,208631,2025-04-29T01:09:41,customer_return,119.95
263,457443,2026-01-18T23:16:52,fraud,48.25
264,445414,2025-07-08T18:58:46,merchant_cancel,1.55
265,305456,2024-06-19T22:43:14,customer_return,11.7
266,243394,2025-08-26T23:57:27,delivery_issue,255.95
267,313222,2024-10-11T20:53:26,merchant_cancel,42.73
268,321395,2026-01-23T12:18:40,merchant_cancel,69.5
269,65286,2024-05-02T12:32:19,delivery_issue,202.24
270,317558,2024-03-23T02:49:32,delivery_issue,138.93
271,44563,2024-06-13T07:50:35,customer_return,361.19
272,135097,2024-04-20T05:12:32,customer_return,315.89
273,455012,2024-09-05T03:02:04,other,26.45
274,62664,2025-05-20T06:15:18,merchant_cancel,77.12
275,115875,2024-12-20T18:40:54,delivery_issue,27.44
276,426158,2024-09-20T21:54:23,duplicate_charge,391.94
277,319498,2024-12-09T11:34:45,fraud,29.66
278,430203,2025-09-26T02:01:02,customer_return,18.54
279,346451,2024-02-05T10:35:17,customer_return,124.44
280,126682,2025-12-20T11:58:30,customer_return,51.7
281,387882,2024-12-03T02:27:31,merchant_cancel,376.1
282,1635,2025-03-25T06:48:08,customer_return,58.31
283,396467,2025-03-16T03:16:55,duplicate_charge,65.79
284,221574,2025-12-02T00:47:21,other,104.54
285,285127,2026-02-28T08:04:35,fraud,60.54
286,164665,2026-02-25T21:41:51,other,98.61
287,310624,2025-01-10T09:03:44,delivery_issue,408.57
288,468639,2024-07-31T13:36:39,other,11.32
289,440816,2024-05-01T03:58:35,delivery_issue,1.14
290,265003,2026-02-19T06:28:27,other,207.97
291,237818,2024-10-04T00:54:15,delivery_issue,189.28
292,395332,2025-05-24T18:46:47,customer_return,50.69
293,377507,2024-07-09T11:37:04,customer_return,26.93
294,281254,2026-02-09T10:45:45,delivery_issue,504.1
295,7767,2025-01-29T13:49:33,delivery_issue,119.78
296,46915,2026-02-11T22:21:30,customer_return,128.49
297,12790,2026-02-21T08:45:12,fraud,65.02
298,2107,2024-10-04T23:56:33,other,29.07
299,45854,2025-07-15T13:40:27,duplicate_charge,29.13
300,191256,2025-07-19T06:52:53,customer_return,76.53
301,461934,2024-02-15T19:42:31,duplicate_charge,6.36
302,164005,2026-01-08T11:25:32,other,70.15
303,482478,2025-03-09T19:43:12,customer_return,74.17
304,221100,2025-03-06T20:39:04,customer_return,24.66
305,357099,2024-04-19T11:03:35,customer_return,55.65
306,380367,2024-12-18T21:54:01,merchant_cancel,9.38
307,9308,2025-01-18T19:32:38,duplicate_charge,4.16
308,230538,2024-11-23T21:23:42,customer_return,16.53
309,246430,2024-07-20T13:21:53,delivery_issue,7.91
310,113516,2025-07-12T12:13:09,delivery_issue,1.33
311,422313,2024-05-06T14:10:29,customer_return,0.68
312,83774,2025-06-04T09:46:22,delivery_issue,38.94
313,129173,2025-11-25T08:29:55,delivery_issue,71.3
314,113476,2026-03-03T15:17:23,customer_return,83.6
315,78790,2026-02-11T09:46:46,delivery_issue,364.41
316,472955,2025-11-05T18:05:53,customer_return,92.77
317,139308,2025-08-30T03:39:36,customer_return,3.32
318,23261,2026-02-26T00:26:16,merchant_cancel,979.79
319,356463,2024-09-12T16:02:07,customer_return,87.49
320,256475,2026-02-20T04:42:06,delivery_issue,111.01
321,6512,2024-05-25T03:51:28,customer_return,421.2
322,45460,2024-04-25T17:55:58,delivery_issue,97.06
323,263453,2025-10-20T09:07:24,fraud,89.45
324,140990,2025-04-11T07:24:52,customer_return,88.22
325,181685,2024-06-25T21:36:29,other,34.71
326,258528,2025-09-17T18:35:36,delivery_issue,108.28
327,341095,2026-01-10T23:23:33,customer_return,811.68
328,498552,2024-01-16T13:23:30,merchant_cancel,59.66
329,458508,2025-01-01T22:12:25,merchant_cancel,87.99
330,100824,2025-09-01T23:11:21,duplicate_charge,4.58
331,358130,2026-02-10T15:55:16,customer_return,14.01
332,457537,2025-08-27T11:33:08,delivery_issue,7.12
333,149578,2025-02-02T12:41:12,customer_return,48.29
334,374634,2024-01-24T18:15:23,other,196.93
335,194476,2025-04-07T22:48:50,customer_return,168.27
336,293382,2024-10-24T10:04:27,other,357.14
337,325910,2024-05-30T05:14:53,duplicate_charge,61.86
338,292348,2025-10-27T12:14:25,customer_return,47.57
339,40479,2024-02-29T20:45:57,customer_return,278.04
340,454775,2024-12-03T16:06:42,merchant_cancel,93.87
341,327428,2024-09-13T10:53:21,delivery_issue,49.17
342,110198,2026-01-30T18:51:03,fraud,139.39
343,264064,2024-10-28T13:46:57,fraud,437.82
344,452285,2024-01-17T08:51:23,fraud,70.04
345,134999,2025-05-31T16:41:39,customer_return,215.2
346,376827,2025-02-06T11:01:46,duplicate_charge,261.28
347,427386,2024-11-22T02:57:22,fraud,94.76
348,148922,2025-04-24T18:36:56,delivery_issue,91.41
349,288196,2026-02-20T03:20:13,merchant_cancel,58.25
350,189080,2024-02-16T08:57:15,customer_return,5.37
351,34992,2025-03-09T17:06:36,merchant_cancel,88.36
352,43756,2025-10-16T11:21:07,delivery_issue,96.35
353,409533,2025-02-19T12:25:36,merchant_cancel,109.29
354,441771,2026-03-13T22:20:29,delivery_issue,37.86
355,474447,2026-02-11T21:53:44,duplicate_charge,137.75
356,94931,2024-10-07T16:22:01,customer_return,18.46
357,192664,2024-10-17T00:51:05,duplicate_charge,228.93
358,388882,2026-01-01T03:30:37,other,2.04
359,323985,2025-12-08T05:29:47,delivery_issue,240.09
360,351787,2024-01-16T20:58:20,customer_return,29.73
361,314815,2024-05-17T08:29:18,delivery_issue,47.58
362,70489,2024-01-19T10:38:11,fraud,150.77
363,315059,2025-06-17T08:44:52,customer_return,40.28
364,127687,2024-09-11T00:17:15,other,115.5
365,26126,2025-03-10T17:00:46,delivery_issue,129.49
366,224822,2025-07-15T08:09:00,duplicate_charge,128.91
367,369084,2026-02-04T16:56:03,customer_return,246.42
368,107445,2025-12-28T02:49:29,merchant_cancel,33.84
369,342361,2025-06-11T20:53:26,fraud,71.93
370,299630,2025-10-26T03:42:00,merchant_cancel,2.43
371,224626,2024-07-15T07:07:32,delivery_issue,38.92
372,163111,2024-12-27T12:45:04,delivery_issue,2.59
373,409371,2024-05-02T22:25:08,merchant_cancel,4.76
374,71850,2024-05-06T09:38:23,merchant_cancel,20.42
375,162142,2024-05-05T04:24:51,delivery_issue,40.71
376,174567,2025-01-21T02:39:37,customer_return,11.98
377,111831,2024-10-20T04:12:05,delivery_issue,189.96
378,373831,2025-11-04T08:43:52,delivery_issue,114.25
379,447607,2024-11-11T00:09:39,delivery_issue,98.97
380,242868,2025-05-25T00:24:22,customer_return,34.58
381,218435,2026-01-06T23:24:23,delivery_issue,163.75
382,271200,2025-06-07T12:22:23,merchant_cancel,113.91
383,192828,2025-08-18T20:54:41,delivery_issue,196.33
384,164435,2025-01-31T09:08:44,duplicate_charge,145.49
385,37172,2025-11-13T10:58:23,merchant_cancel,41.37
386,43885,2024-12-24T04:40:37,customer_return,0.45
387,180590,2025-11-08T23:21:02,customer_return,6.05
388,80037,2025-10-29T13:55:26,duplicate_charge,264.16
389,316803,2024-07-31T00:41:39,delivery_issue,18.59
390,473902,2026-01-13T22:11:38,delivery_issue,69.55
391,103658,2024-06-29T03:08:56,delivery_issue,28.37
392,27280,2024-06-16T06:47:05,delivery_issue,113.41
393,349887,2025-01-03T10:05:02,customer_return,229.58
394,158075,2026-02-14T20:44:41,duplicate_charge,68.17
395,204775,2024-04-13T02:32:20,duplicate_charge,14.73
396,365313,2025-08-23T04:38:03,delivery_issue,346.69
397,474421,2026-01-12T04:33:31,delivery_issue,30.0
398,73803,2025-02-28T00:20:40,merchant_cancel,131.06
399,30261,2024-09-06T09:51:24,delivery_issue,30.28
400,37949,2024-02-12T06:14:21,duplicate_charge,327.51
401,480991,2024-07-30T01:41:50,fraud,62.71
402,94925,2025-10-25T11:31:10,other,190.6
403,282076,2025-02-02T16:42:17,duplicate_charge,57.06
404,367656,2024-09-20T07:26:13,customer_return,172.33
405,191010,2025-01-29T15:33:32,customer_return,110.6
406,485516,2024-10-01T06:38:58,customer_return,16.92
407,81013,2024-06-16T12:17:13,other,46.81
408,459127,2024-01-30T04:15:30,customer_return,275.39
409,166894,2024-02-26T15:45:40,merchant_cancel,268.32
410,161158,2024-06-24T06:59:00,delivery_issue,83.2
411,236027,2025-11-10T20:21:46,customer_return,57.22
412,138536,2026-01-30T15:06:17,delivery_issue,273.87
413,489767,2024-08-01T07:31:58,duplicate_charge,83.59
414,279007,2025-10-09T09:23:42,customer_return,44.4
415,316694,2024-07-20T02:47:43,customer_return,0.82
416,420003,2025-07-29T09:54:23,customer_return,5.09
417,418157,2025-01-03T14:52:00,fraud,413.99
418,408602,2025-09-29T14:04:48,customer_return,150.97
419,440183,2026-02-27T16:29:13,delivery_issue,78.09
420,340638,2025-06-09T16:17:00,delivery_issue,432.33
421,128134,2025-10-09T11:38:17,delivery_issue,38.1
422,80248,2025-04-27T01:37:03,duplicate_charge,118.37
423,213700,2024-06-18T07:35:47,customer_return,4.36
424,267127,2025-07-05T09:48:40,customer_return,63.09
425,228002,2024-09-29T05:33:57,delivery_issue,27.7
426,77051,2025-03-28T23:20:01,delivery_issue,263.59
427,228740,2025-03-15T04:49:42,customer_return,35.77
428,153345,2025-03-01T01:47:13,other,44.25
429,363016,2024-09-28T00:48:20,merchant_cancel,72.21
430,157337,2025-05-21T03:40:25,fraud,25.03
431,93293,2024-01-16T18:35:36,duplicate_charge,16.36
432,258889,2025-09-30T10:21:16,customer_return,45.38
433,232941,2025-07-01T06:53:54,other,68.9
434,7021,2024-05-14T05:58:52,delivery_issue,88.6
435,471200,2025-04-14T07:58:48,fraud,15.53
436,421258,2024-11-07T12:30:15,merchant_cancel,27.14
437,72180,2025-09-09T17:52:12,fraud,113.41
438,456325,2025-09-26T07:13:41,delivery_issue,45.51
439,229282,2024-09-08T16:53:04,fraud,126.58
440,285837,2025-01-16T09:21:33,customer_return,157.72
441,126530,2026-02-14T14:05:31,customer_return,210.12
442,22294,2024-09-25T08:50:27,customer_return,68.71
443,34850,2025-09-08T03:30:51,merchant_cancel,112.46
444,326608,2024-04-14T17:59:03,delivery_issue,16.13
445,105219,2026-01-06T17:29:44,customer_return,146.79
446,490540,2025-07-09T03:45:39,merchant_cancel,112.16
447,428344,2024-11-11T05:33:34,delivery_issue,61.36
448,461199,2025-07-19T15:14:57,other,25.18
449,39558,2025-04-12T13:03:47,delivery_issue,92.6
450,385295,2026-01-12T11:21:15,delivery_issue,56.04
451,426252,2025-09-02T17:05:36,customer_return,68.23
452,477965,2024-08-02T08:14:42,delivery_issue,22.09
453,271643,2025-08-22T08:32:26,duplicate_charge,560.37
454,386863,2024-01-20T12:27:33,delivery_issue,82.39
455,11137,2025-10-30T18:23:12,customer_return,5.04
456,281848,2024-05-03T11:07:03,duplicate_charge,36.19
457,221342,2024-09-05T15:29:31,customer_return,12.06
458,305669,2025-09-22T01:08:10,fraud,26.4
459,55947,2024-04-08T18:22:22,customer_return,253.14
460,24023,2024-12-01T23:34:58,duplicate_charge,73.89
461,9386,2025-01-30T01:45:53,customer_return,22.58
462,128339,2025-12-28T04:34:57,delivery_issue,84.55
463,264299,2024-08-30T15:47:41,duplicate_charge,45.68
464,107530,2025-08-23T20:56:42,fraud,80.59
465,93299,2025-10-10T03:08:25,other,201.45
466,212724,2025-08-03T22:54:48,fraud,36.05
467,247030,2024-06-26T21:11:12,customer_return,18.58
468,190787,2026-01-18T13:58:30,delivery_issue,55.49
469,215953,2025-01-03T15:30:46,customer_return,209.08
470,483784,2024-02-22T15:54:09,customer_return,12.16
471,400301,2024-07-31T22:03:08,other,66.72
472,205459,2025-04-05T11:49:40,customer_return,26.19
473,445568,2024-11-26T22:37:48,merchant_cancel,72.86
474,104354,2026-01-01T20:18:23,customer_return,270.06
475,474330,2025-11-14T09:14:36,other,77.21
476,104712,2025-03-10T11:37:01,fraud,71.77
477,380337,2025-05-08T11:18:01,duplicate_charge,100.29
478,202032,2024-10-30T10:10:19,duplicate_charge,86.47
479,330938,2025-07-09T02:00:19,other,92.27
480,172866,2025-08-27T05:09:26,delivery_issue,36.77
481,219023,2024-03-29T02:09:09,customer_return,52.12
482,449729,2025-06-03T02:21:50,customer_return,40.34
483,346349,2024-08-14T22:13:29,delivery_issue,15.41
484,351808,2024-03-07T05:51:10,delivery_issue,52.82
485,153781,2024-02-28T02:19:31,duplicate_charge,448.78
486,57662,2024-11-23T06:40:07,merchant_cancel,178.28
487,385605,2025-05-06T02:34:31,delivery_issue,64.76
488,43975,2025-09-09T04:59:52,customer_return,121.86
489,452513,2025-10-06T00:19:40,fraud,111.05
490,129827,2024-12-18T16:39:26,customer_return,265.62
491,318748,2025-08-30T11:51:52,merchant_cancel,158.24
492,226455,2024-11-29T18:35:51,delivery_issue,165.67
493,472098,2024-06-09T21:13:36,customer_return,17.15
494,486458,2024-11-22T07:12:13,customer_return,61.06
495,16884,2025-12-23T00:30:10,customer_return,46.03
496,414168,2024-06-03T06:24:05,customer_return,42.27
497,142892,2025-02-14T08:12:13,duplicate_charge,63.74
498,495517,2024-05-27T21:11:28,merchant_cancel,34.98
499,150584,2025-07-30T14:36:14,fraud,73.32
500,368798,2025-12-22T10:04:10,fraud,90.61
501,59506,2025-10-16T15:30:15,customer_return,256.01
