merchant_id,country,city,category,onboard_ts,risk_band
255,AE,Abu Dhabi,electronics,2025-08-23T10:43:52,low
256,EG,Giza,electronics,2024-09-04T17:07:39,low
257,EG,Giza,grocery,2025-05-24T21:16:39,low
258,SA,Makkah,fashion,2024-03-01T22:41:27,low
259,SA,Madinah,grocery,2025-06-26T20:14:36,low
260,SA,Dammam,electronics,2024-07-02T22:30:46,low
261,SA,Jeddah,books,2024-02-07T06:19:13,high
262,SA,Khobar,sports,2025-06-03T13:18:21,low
263,AE,Dubai,grocery,2025-01-24T20:56:25,low
264,AE,Dubai,sports,2025-04-28T17:59:34,low
265,SA,Madinah,electronics,2024-04-16T13:36:00,low
266,SA,Madinah,electronics,2024-03-27T14:09:55,medium
267,AE,Abu Dhabi,grocery,2024-11-25T17:47:49,low
268,OM,Muscat,sports,2025-10-08T13:07:22,low
269,SA,Khobar,home,2025-04-09T21:31:27,low
270,SA,Dammam,sports,2026-01-01T05:49:59,high
271,EG,Alexandria,home,2025-05-14T13:51:07,low
272,SA,Tabuk,electronics,2025-08-31T02:25:31,high
273,AE,Dubai,pharmacy,2024-07-31T01:02:02,low
274,AE,Abu Dhabi,grocery,2025-09-19T23:00:05,low
275,EG,Cairo,beauty,2024-05-28T05:55:33,medium
276,AE,Sharjah,grocery,2024-04-20T00:45:18,low
277,SA,Riyadh,beauty,2025-04-12T13:47:11,low
278,SA,Madinah,fashion,2025-12-12T02:11:47,low
279,QA,Doha,grocery,2025-09-16T17:08:28,low
280,SA,Jeddah,fashion,2024-11-25T11:49:26,medium
281,SA,Makkah,grocery,2024-12-20T09:31:27,low
282,SA,Madinah,fashion,2024-07-31T05:03:07,medium
283,SA,Jeddah,fashion,2025-05-12T21:25:25,low
284,SA,Dammam,home,2025-03-28T07:20:25,low
285,SA,Makkah,home,2026-02-14T06:09:31,low
286,EG,Giza,electronics,2025-05-24T22:16:16,low
287,SA,Dammam,pharmacy,2024-12-15T20:40:04,low
288,SA,Riyadh,grocery,2024-03-09T11:26:56,medium
289,KW,Kuwait City,sports,2025-02-07T11:11:09,low
290,SA,Tabuk,grocery,2024-06-07T12:57:46,low
291,SA,Jeddah,fashion,2025-04-24T13:00:11,low
292,SA,Jeddah,grocery,2024-11-19T03:09:10,low
293,AE,Sharjah,electronics,2025-06-04T20:49:28,low
294,SA,Dammam,electronics,2025-09-10T17:41:30,low
295,AE,Ajman,fashion,2025-08-10T17:05:28,medium
296,SA,Dammam,grocery,2025-12-22T15:12:25,medium
297,EG,Giza,electronics,2025-07-12T09:00:27,low
298,EG,Alexandria,sports,2024-02-19T15:57:54,low
299,SA,Dammam,books,2024-04-27T14:07:25,low
300,EG,Alexandria,grocery,2024-06-06T18:37:20,low
301,SA,Madinah,grocery,2025-08-09T11:58:25,medium
302,KW,Kuwait City,beauty,2024-03-06T08:51:29,high
303,SA,Riyadh,beauty,2024-12-02T23:12:02,medium
304,SA,Tabuk,home,2025-12-17T07:03:37,low
305,EG,Giza,home,2024-08-31T00:19:20,low
306,SA,Jeddah,books,2025-12-06T04:00:59,high
307,SA,Khobar,electronics,2026-01-29T05:17:57,low
308,SA,Jeddah,fashion,2025-01-31T03:10:21,low
309,AE,Ajman,pharmacy,2025-04-02T02:20:39,low
310,SA,Dammam,electronics,2025-05-08T11:13:45,low
311,AE,Sharjah,beauty,2024-05-07T10:25:14,low
312,SA,Dammam,electronics,2026-02-08T06:17:56,low
313,SA,Dammam,sports,2025-03-26T07:39:30,low
314,SA,Khobar,beauty,2024-01-17T07:53:22,low
315,SA,Riyadh,home,2024-01-11T13:44:17,low
316,SA,Tabuk,sports,2025-06-14T15:28:09,low
317,AE,Ajman,beauty,2025-01-10T09:12:50,low
318,SA,Dammam,electronics,2025-12-12T01:28:37,medium
319,AE,Abu Dhabi,pharmacy,2024-11-12T03:37:45,low
320,AE,Ajman,pharmacy,2024-08-29T07:34:14,low
321,SA,Makkah,fashion,2026-01-02T15:29:49,low
322,EG,Cairo,sports,2024-04-16T11:11:18,high
323,SA,Riyadh,pharmacy,2025-07-08T03:57:20,medium
324,AE,Dubai,fashion,2025-08-17T11:30:12,low
325,SA,Dammam,fashion,2025-03-24T01:38:15,low
326,QA,Doha,grocery,2025-03-18T11:05:31,low
327,SA,Riyadh,grocery,2026-02-14T20:04:58,low
328,OM,Muscat,electronics,2025-02-06T15:59:04,low
329,QA,Doha,grocery,2025-06-27T22:24:40,medium
330,QA,Doha,books,2024-03-28T09:39:07,low
331,AE,Ajman,home,2025-09-29T21:08:08,low
332,SA,Jeddah,electronics,2024-09-13T02:17:04,low
333,KW,Kuwait City,fashion,2025-12-20T12:08:14,low
334,SA,Jeddah,beauty,2025-03-22T00:51:35,low
335,AE,Ajman,beauty,2024-08-23T07:45:56,low
336,KW,Kuwait City,grocery,2026-01-19T17:33:35,low
337,SA,Khobar,home,2025-11-20T06:15:15,low
338,SA,Riyadh,home,2025-09-10T03:54:06,medium
339,SA,Riyadh,fashion,2025-03-23T15:34:55,low
340,SA,Riyadh,beauty,2025-05-21T14:48:11,low
341,SA,Jeddah,home,2025-07-26T17:38:38,low
342,AE,Sharjah,fashion,2024-08-29T20:42:14,low
343,SA,Madinah,fashion,2025-05-03T15:01:13,low
344,SA,Madinah,sports,2025-04-22T07:34:26,low
345,SA,Madinah,pharmacy,2025-07-05T02:52:09,medium
346,KW,Kuwait City,beauty,2025-07-05T14:22:25,low
347,SA,Makkah,grocery,2025-09-28T03:45:40,low
348,BH,Manama,electronics,2025-12-06T22:57:55,low
349,SA,Riyadh,fashion,2025-10-09T13:20:30,low
350,AE,Abu Dhabi,grocery,2025-05-12T19:22:01,low
351,SA,Makkah,grocery,2024-02-26T02:26:39,medium
352,EG,Giza,electronics,2025-05-20T20:14:11,low
353,SA,Tabuk,home,2024-03-31T06:49:50,low
354,SA,Madinah,electronics,2026-01-07T03:10:14,low
355,SA,Dammam,sports,2025-08-11T19:45:27,high
356,EG,Alexandria,grocery,2024-11-12T13:16:38,low
357,AE,Sharjah,grocery,2024-04-01T20:53:54,low
358,AE,Sharjah,electronics,2024-01-18T23:18:49,low
359,SA,Riyadh,beauty,2024-04-18T02:40:00,low
360,SA,Dammam,grocery,2025-01-11T16:56:58,low
361,SA,Riyadh,electronics,2024-07-18T09:49:59,low
362,SA,Madinah,fashion,2025-07-28T13:59:15,high
363,OM,Muscat,electronics,2024-04-07T07:44:48,low
364,SA,Tabuk,sports,2025-08-29T11:07:45,high
365,SA,Jeddah,home,2025-06-15T16:08:44,low
366,AE,Abu Dhabi,sports,2025-12-02T02:38:26,low
367,KW,Kuwait City,electronics,2024-03-06T01:49:38,low
368,SA,Madinah,home,2025-06-26T06:13:32,low
369,AE,Dubai,beauty,2024-07-28T19:28:58,high
370,SA,Khobar,grocery,2026-01-17T19:29:16,low
371,AE,Abu Dhabi,grocery,2024-08-03T18:34:28,high
372,AE,Ajman,electronics,2024-05-09T14:34:03,low
373,AE,Ajman,grocery,2024-06-11T23:33:33,low
374,QA,Doha,beauty,2024-10-17T13:54:36,low
375,AE,Ajman,pharmacy,2024-04-04T02:49:29,high
376,AE,Abu Dhabi,electronics,2025-03-22T20:52:05,low
377,AE,Abu Dhabi,beauty,2024-01-05T10:05:47,low
378,SA,Tabuk,beauty,2024-06-14T11:28:43,low
379,SA,Tabuk,beauty,2024-06-29T18:36:48,low
380,SA,Makkah,electronics,2025-10-13T00:16:15,low
381,SA,Tabuk,books,2024-06-15T16:00:50,low
382,EG,Cairo,grocery,2025-08-09T02:56:05,low
383,SA,Jeddah,grocery,2024-03-24T06:13:49,low
384,SA,Dammam,grocery,2024-03-22T13:46:11,low
385,SA,Khobar,fashion,2025-10-07T01:55:28,low
386,QA,Doha,grocery,2024-10-31T06:00:02,low
387,SA,Khobar,books,2024-05-26T00:00:29,low
388,SA,Madinah,home,2025-11-01T23:13:23,low
389,SA,Khobar,home,2024-12-01T05:43:58,medium
390,AE,Ajman,pharmacy,2025-05-16T10:48:31,high
391,SA,Madinah,fashion,2024-01-24T07:07:12,low
392,SA,Khobar,grocery,2025-06-17T17:56:39,low
393,SA,Khobar,sports,2024-07-29T04:21:49,low
394,AE,Ajman,electronics,2024-03-29T20:36:00,low
395,KW,Kuwait City,pharmacy,2024-02-03T05:21:24,high
396,SA,Madinah,beauty,2024-09-25T17:27:44,low
397,KW,Kuwait City,grocery,2025-02-01T13:53:30,low
398,SA,Tabuk,grocery,2025-06-16T05:56:31,medium
399,EG,Giza,home,2024-10-04T15:07:21,low
400,SA,Khobar,electronics,2025-06-29T03:38:41,medium
401,QA,Doha,fashion,2025-12-22T05:55:38,low
402,SA,Tabuk,beauty,2025-12-13T22:45:41,low
403,QA,Doha,home,2024-07-03T12:39:24,medium
404,AE,Ajman,fashion,2024-09-03T01:09:13,low
405,SA,Jeddah,books,2024-09-21T08:15:08,low
406,OM,Muscat,home,2024-03-24T23:56:02,medium
407,AE,Dubai,sports,2024-02-27T15:57:23,low
408,SA,Khobar,fashion,2025-05-11T18:05:11,low
409,SA,Dammam,beauty,2024-12-01T17:35:50,low
410,SA,Dammam,electronics,2024-04-08T19:12:12,low
411,SA,Khobar,fashion,2025-07-19T13:06:54,low
412,SA,Riyadh,grocery,2024-09-05T05:56:06,high
413,AE,Ajman,fashion,2024-10-03T13:41:21,low
414,EG,Cairo,grocery,2024-07-07T08:48:15,high
415,BH,Manama,pharmacy,2025-09-11T16:44:24,low
416,SA,Tabuk,beauty,2024-04-03T12:49:32,low
417,SA,Riyadh,grocery,2025-05-11T07:18:19,high
418,AE,Sharjah,home,2026-02-19T03:20:48,high
419,SA,Dammam,pharmacy,2026-01-28T01:08:37,medium
420,SA,Dammam,electronics,2026-02-22T08:18:15,low
421,AE,Ajman,grocery,2026-01-20T08:23:53,low
422,SA,Riyadh,sports,2025-05-18T22:05:29,low
423,SA,Tabuk,electronics,2024-06-05T07:40:18,low
424,OM,Muscat,pharmacy,2025-04-17T23:07:26,low
425,AE,Ajman,pharmacy,2024-03-09T22:42:23,medium
426,SA,Dammam,fashion,2025-07-17T08:32:27,low
427,SA,Jeddah,fashion,2025-03-02T05:42:19,low
428,EG,Cairo,grocery,2025-02-12T15:10:16,low
429,SA,Tabuk,electronics,2025-08-26T05:04:44,medium
430,SA,Madinah,books,2024-04-07T12:09:01,low
431,OM,Muscat,grocery,2025-10-22T12:32:26,low
432,SA,Khobar,fashion,2024-04-02T01:12:05,high
433,OM,Muscat,grocery,2025-08-31T00:48:34,medium
434,SA,Khobar,beauty,2024-05-27T20:36:31,low
435,SA,Dammam,grocery,2024-12-19T00:36:14,low
436,SA,Riyadh,sports,2025-08-05T07:48:03,low
437,SA,Makkah,grocery,2025-02-02T10:12:46,low
438,SA,Jeddah,pharmacy,2025-03-20T06:29:40,medium
439,EG,Alexandria,electronics,2024-05-15T06:01:35,low
440,SA,Tabuk,electronics,2025-11-07T17:54:30,low
441,EG,Cairo,grocery,2025-05-12T22:48:25,low
442,AE,Abu Dhabi,electronics,2025-04-12T03:57:52,low
443,SA,Madinah,home,2024-04-19T08:26:13,low
444,SA,Madinah,grocery,2025-12-07T07:24:27,low
445,SA,Riyadh,electronics,2025-03-20T15:31:10,low
446,SA,Makkah,home,2025-01-10T22:33:10,medium
447,KW,Kuwait City,grocery,2025-02-20T05:14:00,low
448,EG,Cairo,home,2025-10-26T10:23:56,low
449,AE,Abu Dhabi,fashion,2024-03-17T23:28:11,low
450,SA,Tabuk,grocery,2024-03-31T04:17:54,low
451,AE,Abu Dhabi,electronics,2025-05-20T15:45:40,low
452,AE,Ajman,grocery,2024-05-09T00:43:42,low
453,SA,Jeddah,home,2026-02-13T23:02:01,low
454,SA,Makkah,electronics,2024-03-10T21:54:12,low
455,KW,Kuwait City,home,2025-07-30T15:14:15,low
456,AE,Abu Dhabi,beauty,2025-05-16T02:33:20,low
457,AE,Dubai,pharmacy,2026-02-14T00:04:25,medium
458,SA,Khobar,grocery,2024-05-17T16:23:55,low
459,SA,Makkah,beauty,2025-04-08T15:18:08,medium
460,SA,Madinah,fashion,2025-02-04T13:30:58,medium
461,SA,Riyadh,fashion,2025-10-06T07:05:01,low
462,SA,Tabuk,beauty,2024-08-08T08:52:08,low
463,SA,Riyadh,grocery,2024-12-31T07:13:32,low
464,AE,Ajman,electronics,2025-08-25T02:35:31,low
465,SA,Riyadh,beauty,2025-12-09T11:14:29,low
466,SA,Khobar,beauty,2026-01-06T06:54:21,low
467,AE,Ajman,books,2025-02-09T15:17:42,low
468,EG,Giza,electronics,2025-02-10T20:20:33,low
469,EG,Cairo,grocery,2026-02-28T00:51:08,low
470,AE,Ajman,sports,2025-09-10T15:10:47,low
471,SA,Makkah,beauty,2025-11-25T13:06:31,high
472,SA,Tabuk,electronics,2026-02-05T21:23:03,low
473,SA,Makkah,electronics,2024-05-08T22:22:38,medium
474,SA,Madinah,beauty,2024-03-05T11:41:38,medium
